1.401107637037229403e-01,9.811671109491464093e-02,1.136424525183322154e-01,1.146637050471474850e-01
6.103925838458327396e-02,5.067050320290812648e-02,5.512112342904317008e-02,9.186024954777448348e-02
6.865314091176873135e-02,6.939964393172465273e-02,1.765535985352466308e-01,7.013205132579516943e-02
4.715408391338239691e-02,5.103143119349477785e-02,4.482789340549089840e-02,7.179508020447886163e-02
1.619804972192974979e-01,8.729963158943578050e-02,9.850113734919017927e-02,8.284111131272337003e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.067166808754574342e-03,2.373272851782379234e-02,2.216089648557654779e-01,2.917885316335620122e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.580112916077069940e-01,7.659506488682514547e-02,1.443256957061856971e-01,2.471788109680361778e-01
1.975258742869425432e-01,4.053805841744355654e-01,1.815697927694358838e-01,2.116039017291175273e-01
5.075596905715222817e-01,1.413626159578207919e-01,1.175469653995619840e-01,1.321464117428311213e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.289440014438812676e-01,3.174048019944661903e-01,6.151763949139845700e-01,1.898119162563387530e-01
4.355868812705038784e-01,7.643818705447429362e-01,4.013096237046646086e-01,4.306173878767512453e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
